1 SEED
0 INIT_TIME
500000 FIN_TIME
10 ARRIVE_MIN
500 ARRIVE_MAX
0.2 QUIT_PROB
10 CPU_MIN
100 CPU_MAX
10 DISK1_MIN
100 DISK1_MAX
10 DISK2_MIN
100 DISK2_MAX
At time 0, Job 1 enters the CPU.
At time 333468, Job 708 arrives.
At time 333468, Job 708 enters the CPU.
At time 333562, Job 708 finishes at CPU.
At time 333562, Job 708 arrives at Disk 2.
At time 333939, Job 709 arrives.
At time 333939, Job 709 enters the CPU.
At time 334033, Job 709 finishes at CPU.
At time 334033, Job 709 arrives at Disk 1.
At time 334410, Job 710 arrives.
At time 334410, Job 710 enters the CPU.
At time 334504, Job 710 finishes at CPU.
At time 334504, Job 710 arrives at Disk 2.
At time 334881, Job 711 arrives.
At time 334881, Job 711 enters the CPU.
At time 334975, Job 711 finishes at CPU.
At time 334975, Job 711 arrives at Disk 1.
At time 335352, Job 712 arrives.
At time 335352, Job 712 enters the CPU.
At time 335446, Job 712 finishes at CPU.
At time 335446, Job 712 arrives at Disk 2.
At time 335823, Job 713 arrives.
At time 335823, Job 713 enters the CPU.
At time 335917, Job 713 finishes at CPU.
At time 335917, Job 713 arrives at Disk 1.
At time 336294, Job 714 arrives.
At time 336294, Job 714 enters the CPU.
At time 336388, Job 714 finishes at CPU.
At time 336388, Job 714 arrives at Disk 2.
At time 336765, Job 715 arrives.
At time 336765, Job 715 enters the CPU.
At time 336859, Job 715 finishes at CPU.
At time 336859, Job 715 arrives at Disk 1.
At time 337236, Job 716 arrives.
At time 337236, Job 716 enters the CPU.
At time 337330, Job 716 finishes at CPU.
At time 337330, Job 716 arrives at Disk 2.
At time 337707, Job 717 arrives.
At time 337707, Job 717 enters the CPU.
At time 337801, Job 717 finishes at CPU.
At time 337801, Job 717 arrives at Disk 1.
At time 338178, Job 718 arrives.
At time 338178, Job 718 enters the CPU.
At time 338272, Job 718 finishes at CPU.
At time 338272, Job 718 arrives at Disk 2.
At time 338649, Job 719 arrives.
At time 338649, Job 719 enters the CPU.
At time 338743, Job 719 finishes at CPU.
At time 338743, Job 719 arrives at Disk 1.
At time 339120, Job 720 arrives.
At time 339120, Job 720 enters the CPU.
At time 339214, Job 720 finishes at CPU.
At time 339214, Job 720 arrives at Disk 2.
At time 339591, Job 721 arrives.
At time 339591, Job 721 enters the CPU.
At time 339685, Job 721 finishes at CPU.
At time 339685, Job 721 arrives at Disk 1.
At time 340062, Job 722 arrives.
At time 340062, Job 722 enters the CPU.
At time 340156, Job 722 finishes at CPU.
At time 340156, Job 722 arrives at Disk 2.
At time 340533, Job 723 arrives.
At time 340533, Job 723 enters the CPU.
At time 340627, Job 723 finishes at CPU.
At time 340627, Job 723 arrives at Disk 1.
At time 341004, Job 724 arrives.
At time 341004, Job 724 enters the CPU.
At time 341098, Job 724 finishes at CPU.
At time 341098, Job 724 arrives at Disk 2.
At time 341475, Job 725 arrives.
At time 341475, Job 725 enters the CPU.
At time 341569, Job 725 finishes at CPU.
At time 341569, Job 725 arrives at Disk 1.
At time 341946, Job 726 arrives.
At time 341946, Job 726 enters the CPU.
At time 342040, Job 726 finishes at CPU.
At time 342040, Job 726 arrives at Disk 2.
At time 342417, Job 727 arrives.
At time 342417, Job 727 enters the CPU.
At time 342511, Job 727 finishes at CPU.
At time 342511, Job 727 arrives at Disk 1.
At time 342888, Job 728 arrives.
At time 342888, Job 728 enters the CPU.
At time 342982, Job 728 finishes at CPU.
At time 342982, Job 728 arrives at Disk 2.
At time 343359, Job 729 arrives.
At time 343359, Job 729 enters the CPU.
At time 343453, Job 729 finishes at CPU.
At time 343453, Job 729 arrives at Disk 1.
At time 343830, Job 730 arrives.
At time 343830, Job 730 enters the CPU.
At time 343924, Job 730 finishes at CPU.
At time 343924, Job 730 arrives at Disk 2.
At time 344301, Job 731 arrives.
At time 344301, Job 731 enters the CPU.
At time 344395, Job 731 finishes at CPU.
At time 344395, Job 731 arrives at Disk 1.
At time 344772, Job 732 arrives.
At time 344772, Job 732 enters the CPU.
At time 344866, Job 732 finishes at CPU.
At time 344866, Job 732 arrives at Disk 2.
At time 345243, Job 733 arrives.
At time 345243, Job 733 enters the CPU.
At time 345337, Job 733 finishes at CPU.
At time 345337, Job 733 arrives at Disk 1.
At time 345714, Job 734 arrives.
At time 345714, Job 734 enters the CPU.
At time 345808, Job 734 finishes at CPU.
At time 345808, Job 734 arrives at Disk 2.
At time 346185, Job 735 arrives.
At time 346185, Job 735 enters the CPU.
At time 346279, Job 735 finishes at CPU.
At time 346279, Job 735 arrives at Disk 1.
At time 346656, Job 736 arrives.
At time 346656, Job 736 enters the CPU.
At time 346750, Job 736 finishes at CPU.
At time 346750, Job 736 arrives at Disk 2.
At time 347127, Job 737 arrives.
At time 347127, Job 737 enters the CPU.
At time 347221, Job 737 finishes at CPU.
At time 347221, Job 737 arrives at Disk 1.
At time 347598, Job 738 arrives.
At time 347598, Job 738 enters the CPU.
At time 347692, Job 738 finishes at CPU.
At time 347692, Job 738 arrives at Disk 2.
At time 348069, Job 739 arrives.
At time 348069, Job 739 enters the CPU.
At time 348163, Job 739 finishes at CPU.
At time 348163, Job 739 arrives at Disk 1.
At time 348540, Job 740 arrives.
At time 348540, Job 740 enters the CPU.
At time 348634, Job 740 finishes at CPU.
At time 348634, Job 740 arrives at Disk 2.
At time 349011, Job 741 arrives.
At time 349011, Job 741 enters the CPU.
At time 349105, Job 741 finishes at CPU.
At time 349105, Job 741 arrives at Disk 1.
At time 349482, Job 742 arrives.
At time 349482, Job 742 enters the CPU.
At time 349576, Job 742 finishes at CPU.
At time 349576, Job 742 arrives at Disk 2.
At time 349953, Job 743 arrives.
At time 349953, Job 743 enters the CPU.
At time 350047, Job 743 finishes at CPU.
At time 350047, Job 743 arrives at Disk 1.
At time 350424, Job 744 arrives.
At time 350424, Job 744 enters the CPU.
At time 350518, Job 744 finishes at CPU.
At time 350518, Job 744 arrives at Disk 2.
At time 350895, Job 745 arrives.
At time 350895, Job 745 enters the CPU.
At time 350989, Job 745 finishes at CPU.
At time 350989, Job 745 arrives at Disk 1.
At time 351366, Job 746 arrives.
At time 351366, Job 746 enters the CPU.
At time 351460, Job 746 finishes at CPU.
At time 351460, Job 746 arrives at Disk 2.
At time 351837, Job 747 arrives.
At time 351837, Job 747 enters the CPU.
At time 351931, Job 747 finishes at CPU.
At time 351931, Job 747 arrives at Disk 1.
At time 352308, Job 748 arrives.
At time 352308, Job 748 enters the CPU.
At time 352402, Job 748 finishes at CPU.
At time 352402, Job 748 arrives at Disk 2.
At time 352779, Job 749 arrives.
At time 352779, Job 749 enters the CPU.
At time 352873, Job 749 finishes at CPU.
At time 352873, Job 749 arrives at Disk 1.
At time 353250, Job 750 arrives.
At time 353250, Job 750 enters the CPU.
At time 353344, Job 750 finishes at CPU.
At time 353344, Job 750 arrives at Disk 2.
At time 353721, Job 751 arrives.
At time 353721, Job 751 enters the CPU.
At time 353815, Job 751 finishes at CPU.
At time 353815, Job 751 arrives at Disk 1.
At time 354192, Job 752 arrives.
At time 354192, Job 752 enters the CPU.
At time 354286, Job 752 finishes at CPU.
At time 354286, Job 752 arrives at Disk 2.
At time 354663, Job 753 arrives.
At time 354663, Job 753 enters the CPU.
At time 354757, Job 753 finishes at CPU.
At time 354757, Job 753 arrives at Disk 1.
At time 355134, Job 754 arrives.
At time 355134, Job 754 enters the CPU.
At time 355228, Job 754 finishes at CPU.
At time 355228, Job 754 arrives at Disk 2.
At time 355605, Job 755 arrives.
At time 355605, Job 755 enters the CPU.
At time 355699, Job 755 finishes at CPU.
At time 355699, Job 755 arrives at Disk 1.
At time 356076, Job 756 arrives.
At time 356076, Job 756 enters the CPU.
At time 356170, Job 756 finishes at CPU.
At time 356170, Job 756 arrives at Disk 2.
At time 356547, Job 757 arrives.
At time 356547, Job 757 enters the CPU.
At time 356641, Job 757 finishes at CPU.
At time 356641, Job 757 arrives at Disk 1.
At time 357018, Job 758 arrives.
At time 357018, Job 758 enters the CPU.
At time 357112, Job 758 finishes at CPU.
At time 357112, Job 758 arrives at Disk 2.
At time 357489, Job 759 arrives.
At time 357489, Job 759 enters the CPU.
At time 357583, Job 759 finishes at CPU.
At time 357583, Job 759 arrives at Disk 1.
At time 357960, Job 760 arrives.
At time 357960, Job 760 enters the CPU.
At time 358054, Job 760 finishes at CPU.
At time 358054, Job 760 arrives at Disk 2.
At time 358431, Job 761 arrives.
At time 358431, Job 761 enters the CPU.
At time 358525, Job 761 finishes at CPU.
At time 358525, Job 761 arrives at Disk 1.
At time 358902, Job 762 arrives.
At time 358902, Job 762 enters the CPU.
At time 358996, Job 762 finishes at CPU.
At time 358996, Job 762 arrives at Disk 2.
At time 359373, Job 763 arrives.
At time 359373, Job 763 enters the CPU.
At time 359467, Job 763 finishes at CPU.
At time 359467, Job 763 arrives at Disk 1.
At time 359844, Job 764 arrives.
At time 359844, Job 764 enters the CPU.
At time 359938, Job 764 finishes at CPU.
At time 359938, Job 764 arrives at Disk 2.
At time 360315, Job 765 arrives.
At time 360315, Job 765 enters the CPU.
At time 360409, Job 765 finishes at CPU.
At time 360409, Job 765 arrives at Disk 1.
At time 360786, Job 766 arrives.
At time 360786, Job 766 enters the CPU.
At time 360880, Job 766 finishes at CPU.
At time 360880, Job 766 arrives at Disk 2.
At time 361257, Job 767 arrives.
At time 361257, Job 767 enters the CPU.
At time 361351, Job 767 finishes at CPU.
At time 361351, Job 767 arrives at Disk 1.
At time 361728, Job 768 arrives.
At time 361728, Job 768 enters the CPU.
At time 361822, Job 768 finishes at CPU.
At time 361822, Job 768 arrives at Disk 2.
At time 362199, Job 769 arrives.
At time 362199, Job 769 enters the CPU.
At time 362293, Job 769 finishes at CPU.
At time 362293, Job 769 arrives at Disk 1.
At time 362670, Job 770 arrives.
At time 362670, Job 770 enters the CPU.
At time 362764, Job 770 finishes at CPU.
At time 362764, Job 770 arrives at Disk 2.
At time 363141, Job 771 arrives.
At time 363141, Job 771 enters the CPU.
At time 363235, Job 771 finishes at CPU.
At time 363235, Job 771 arrives at Disk 1.
At time 363612, Job 772 arrives.
At time 363612, Job 772 enters the CPU.
At time 363706, Job 772 finishes at CPU.
At time 363706, Job 772 arrives at Disk 2.
At time 364083, Job 773 arrives.
At time 364083, Job 773 enters the CPU.
At time 364177, Job 773 finishes at CPU.
At time 364177, Job 773 arrives at Disk 1.
At time 364554, Job 774 arrives.
At time 364554, Job 774 enters the CPU.
At time 364648, Job 774 finishes at CPU.
At time 364648, Job 774 arrives at Disk 2.
At time 365025, Job 775 arrives.
At time 365025, Job 775 enters the CPU.
At time 365119, Job 775 finishes at CPU.
At time 365119, Job 775 arrives at Disk 1.
At time 365496, Job 776 arrives.
At time 365496, Job 776 enters the CPU.
At time 365590, Job 776 finishes at CPU.
At time 365590, Job 776 arrives at Disk 2.
At time 365967, Job 777 arrives.
At time 365967, Job 777 enters the CPU.
At time 366061, Job 777 finishes at CPU.
At time 366061, Job 777 arrives at Disk 1.
At time 366438, Job 778 arrives.
At time 366438, Job 778 enters the CPU.
At time 366532, Job 778 finishes at CPU.
At time 366532, Job 778 arrives at Disk 2.
At time 366909, Job 779 arrives.
At time 366909, Job 779 enters the CPU.
At time 367003, Job 779 finishes at CPU.
At time 367003, Job 779 arrives at Disk 1.
At time 367380, Job 780 arrives.
At time 367380, Job 780 enters the CPU.
At time 367474, Job 780 finishes at CPU.
At time 367474, Job 780 arrives at Disk 2.
At time 367851, Job 781 arrives.
At time 367851, Job 781 enters the CPU.
At time 367945, Job 781 finishes at CPU.
At time 367945, Job 781 arrives at Disk 1.
At time 368322, Job 782 arrives.
At time 368322, Job 782 enters the CPU.
At time 368416, Job 782 finishes at CPU.
At time 368416, Job 782 arrives at Disk 2.
At time 368793, Job 783 arrives.
At time 368793, Job 783 enters the CPU.
At time 368887, Job 783 finishes at CPU.
At time 368887, Job 783 arrives at Disk 1.
At time 369264, Job 784 arrives.
At time 369264, Job 784 enters the CPU.
At time 369358, Job 784 finishes at CPU.
At time 369358, Job 784 arrives at Disk 2.
At time 369735, Job 785 arrives.
At time 369735, Job 785 enters the CPU.
At time 369829, Job 785 finishes at CPU.
At time 369829, Job 785 arrives at Disk 1.
At time 370206, Job 786 arrives.
At time 370206, Job 786 enters the CPU.
At time 370300, Job 786 finishes at CPU.
At time 370300, Job 786 arrives at Disk 2.
At time 370677, Job 787 arrives.
At time 370677, Job 787 enters the CPU.
At time 370771, Job 787 finishes at CPU.
At time 370771, Job 787 arrives at Disk 1.
At time 371148, Job 788 arrives.
At time 371148, Job 788 enters the CPU.
At time 371242, Job 788 finishes at CPU.
At time 371242, Job 788 arrives at Disk 2.
At time 371619, Job 789 arrives.
At time 371619, Job 789 enters the CPU.
At time 371713, Job 789 finishes at CPU.
At time 371713, Job 789 arrives at Disk 1.
At time 372090, Job 790 arrives.
At time 372090, Job 790 enters the CPU.
At time 372184, Job 790 finishes at CPU.
At time 372184, Job 790 arrives at Disk 2.
At time 372561, Job 791 arrives.
At time 372561, Job 791 enters the CPU.
At time 372655, Job 791 finishes at CPU.
At time 372655, Job 791 arrives at Disk 1.
At time 373032, Job 792 arrives.
At time 373032, Job 792 enters the CPU.
At time 373126, Job 792 finishes at CPU.
At time 373126, Job 792 arrives at Disk 2.
At time 373503, Job 793 arrives.
At time 373503, Job 793 enters the CPU.
At time 373597, Job 793 finishes at CPU.
At time 373597, Job 793 arrives at Disk 1.
At time 373974, Job 794 arrives.
At time 373974, Job 794 enters the CPU.
At time 374068, Job 794 finishes at CPU.
At time 374068, Job 794 arrives at Disk 2.
At time 374445, Job 795 arrives.
At time 374445, Job 795 enters the CPU.
At time 374539, Job 795 finishes at CPU.
At time 374539, Job 795 arrives at Disk 1.
At time 374916, Job 796 arrives.
At time 374916, Job 796 enters the CPU.
At time 375010, Job 796 finishes at CPU.
At time 375010, Job 796 arrives at Disk 2.
At time 375387, Job 797 arrives.
At time 375387, Job 797 enters the CPU.
At time 375481, Job 797 finishes at CPU.
At time 375481, Job 797 arrives at Disk 1.
At time 375858, Job 798 arrives.
At time 375858, Job 798 enters the CPU.
At time 375952, Job 798 finishes at CPU.
At time 375952, Job 798 arrives at Disk 2.
At time 376329, Job 799 arrives.
At time 376329, Job 799 enters the CPU.
At time 376423, Job 799 finishes at CPU.
At time 376423, Job 799 arrives at Disk 1.
At time 376800, Job 800 arrives.
At time 376800, Job 800 enters the CPU.
At time 376894, Job 800 finishes at CPU.
At time 376894, Job 800 arrives at Disk 2.
At time 377271, Job 801 arrives.
At time 377271, Job 801 enters the CPU.
At time 377365, Job 801 finishes at CPU.
At time 377365, Job 801 arrives at Disk 1.
At time 377742, Job 802 arrives.
At time 377742, Job 802 enters the CPU.
At time 377836, Job 802 finishes at CPU.
At time 377836, Job 802 arrives at Disk 2.
At time 378213, Job 803 arrives.
At time 378213, Job 803 enters the CPU.
At time 378307, Job 803 finishes at CPU.
At time 378307, Job 803 arrives at Disk 1.
At time 378684, Job 804 arrives.
At time 378684, Job 804 enters the CPU.
At time 378778, Job 804 finishes at CPU.
At time 378778, Job 804 arrives at Disk 2.
At time 379155, Job 805 arrives.
At time 379155, Job 805 enters the CPU.
At time 379249, Job 805 finishes at CPU.
At time 379249, Job 805 arrives at Disk 1.
At time 379626, Job 806 arrives.
At time 379626, Job 806 enters the CPU.
At time 379720, Job 806 finishes at CPU.
At time 379720, Job 806 arrives at Disk 2.
At time 380097, Job 807 arrives.
At time 380097, Job 807 enters the CPU.
At time 380191, Job 807 finishes at CPU.
At time 380191, Job 807 arrives at Disk 1.
At time 380568, Job 808 arrives.
At time 380568, Job 808 enters the CPU.
At time 380662, Job 808 finishes at CPU.
At time 380662, Job 808 arrives at Disk 2.
At time 381039, Job 809 arrives.
At time 381039, Job 809 enters the CPU.
At time 381133, Job 809 finishes at CPU.
At time 381133, Job 809 arrives at Disk 1.
At time 381510, Job 810 arrives.
At time 381510, Job 810 enters the CPU.
At time 381604, Job 810 finishes at CPU.
At time 381604, Job 810 arrives at Disk 2.
At time 381981, Job 811 arrives.
At time 381981, Job 811 enters the CPU.
At time 382075, Job 811 finishes at CPU.
At time 382075, Job 811 arrives at Disk 1.
At time 382452, Job 812 arrives.
At time 382452, Job 812 enters the CPU.
At time 382546, Job 812 finishes at CPU.
At time 382546, Job 812 arrives at Disk 2.
At time 382923, Job 813 arrives.
At time 382923, Job 813 enters the CPU.
At time 383017, Job 813 finishes at CPU.
At time 383017, Job 813 arrives at Disk 1.
At time 383394, Job 814 arrives.
At time 383394, Job 814 enters the CPU.
At time 383488, Job 814 finishes at CPU.
At time 383488, Job 814 arrives at Disk 2.
At time 383865, Job 815 arrives.
At time 383865, Job 815 enters the CPU.
At time 383959, Job 815 finishes at CPU.
At time 383959, Job 815 arrives at Disk 1.
At time 384336, Job 816 arrives.
At time 384336, Job 816 enters the CPU.
At time 384430, Job 816 finishes at CPU.
At time 384430, Job 816 arrives at Disk 2.
At time 384807, Job 817 arrives.
At time 384807, Job 817 enters the CPU.
At time 384901, Job 817 finishes at CPU.
At time 384901, Job 817 arrives at Disk 1.
At time 385278, Job 818 arrives.
At time 385278, Job 818 enters the CPU.
At time 385372, Job 818 finishes at CPU.
At time 385372, Job 818 arrives at Disk 2.
At time 385749, Job 819 arrives.
At time 385749, Job 819 enters the CPU.
At time 385843, Job 819 finishes at CPU.
At time 385843, Job 819 arrives at Disk 1.
At time 386220, Job 820 arrives.
At time 386220, Job 820 enters the CPU.
At time 386314, Job 820 finishes at CPU.
At time 386314, Job 820 arrives at Disk 2.
At time 386691, Job 821 arrives.
At time 386691, Job 821 enters the CPU.
At time 386785, Job 821 finishes at CPU.
At time 386785, Job 821 arrives at Disk 1.
At time 387162, Job 822 arrives.
At time 387162, Job 822 enters the CPU.
At time 387256, Job 822 finishes at CPU.
At time 387256, Job 822 arrives at Disk 2.
At time 387633, Job 823 arrives.
At time 387633, Job 823 enters the CPU.
At time 387727, Job 823 finishes at CPU.
At time 387727, Job 823 arrives at Disk 1.
At time 388104, Job 824 arrives.
At time 388104, Job 824 enters the CPU.
At time 388198, Job 824 finishes at CPU.
At time 388198, Job 824 arrives at Disk 2.
At time 388575, Job 825 arrives.
At time 388575, Job 825 enters the CPU.
At time 388669, Job 825 finishes at CPU.
At time 388669, Job 825 arrives at Disk 1.
At time 389046, Job 826 arrives.
At time 389046, Job 826 enters the CPU.
At time 389140, Job 826 finishes at CPU.
At time 389140, Job 826 arrives at Disk 2.
At time 389517, Job 827 arrives.
At time 389517, Job 827 enters the CPU.
At time 389611, Job 827 finishes at CPU.
At time 389611, Job 827 arrives at Disk 1.
At time 389988, Job 828 arrives.
At time 389988, Job 828 enters the CPU.
At time 390082, Job 828 finishes at CPU.
At time 390082, Job 828 arrives at Disk 2.
At time 390459, Job 829 arrives.
At time 390459, Job 829 enters the CPU.
At time 390553, Job 829 finishes at CPU.
At time 390553, Job 829 arrives at Disk 1.
At time 390930, Job 830 arrives.
At time 390930, Job 830 enters the CPU.
At time 391024, Job 830 finishes at CPU.
At time 391024, Job 830 arrives at Disk 2.
At time 391401, Job 831 arrives.
At time 391401, Job 831 enters the CPU.
At time 391495, Job 831 finishes at CPU.
At time 391495, Job 831 arrives at Disk 1.
At time 391872, Job 832 arrives.
At time 391872, Job 832 enters the CPU.
At time 391966, Job 832 finishes at CPU.
At time 391966, Job 832 arrives at Disk 2.
At time 392343, Job 833 arrives.
At time 392343, Job 833 enters the CPU.
At time 392437, Job 833 finishes at CPU.
At time 392437, Job 833 arrives at Disk 1.
At time 392814, Job 834 arrives.
At time 392814, Job 834 enters the CPU.
At time 392908, Job 834 finishes at CPU.
At time 392908, Job 834 arrives at Disk 2.
At time 393285, Job 835 arrives.
At time 393285, Job 835 enters the CPU.
At time 393379, Job 835 finishes at CPU.
At time 393379, Job 835 arrives at Disk 1.
At time 393756, Job 836 arrives.
At time 393756, Job 836 enters the CPU.
At time 393850, Job 836 finishes at CPU.
At time 393850, Job 836 arrives at Disk 2.
At time 394227, Job 837 arrives.
At time 394227, Job 837 enters the CPU.
At time 394321, Job 837 finishes at CPU.
At time 394321, Job 837 arrives at Disk 1.
At time 394698, Job 838 arrives.
At time 394698, Job 838 enters the CPU.
At time 394792, Job 838 finishes at CPU.
At time 394792, Job 838 arrives at Disk 2.
At time 395169, Job 839 arrives.
At time 395169, Job 839 enters the CPU.
At time 395263, Job 839 finishes at CPU.
At time 395263, Job 839 arrives at Disk 1.
At time 395640, Job 840 arrives.
At time 395640, Job 840 enters the CPU.
At time 395734, Job 840 finishes at CPU.
At time 395734, Job 840 arrives at Disk 2.
At time 396111, Job 841 arrives.
At time 396111, Job 841 enters the CPU.
At time 396205, Job 841 finishes at CPU.
At time 396205, Job 841 arrives at Disk 1.
At time 396582, Job 842 arrives.
At time 396582, Job 842 enters the CPU.
At time 396676, Job 842 finishes at CPU.
At time 396676, Job 842 arrives at Disk 2.
At time 397053, Job 843 arrives.
At time 397053, Job 843 enters the CPU.
At time 397147, Job 843 finishes at CPU.
At time 397147, Job 843 arrives at Disk 1.
At time 397524, Job 844 arrives.
At time 397524, Job 844 enters the CPU.
At time 397618, Job 844 finishes at CPU.
At time 397618, Job 844 arrives at Disk 2.
At time 397995, Job 845 arrives.
At time 397995, Job 845 enters the CPU.
At time 398089, Job 845 finishes at CPU.
At time 398089, Job 845 arrives at Disk 1.
At time 398466, Job 846 arrives.
At time 398466, Job 846 enters the CPU.
At time 398560, Job 846 finishes at CPU.
At time 398560, Job 846 arrives at Disk 2.
At time 398937, Job 847 arrives.
At time 398937, Job 847 enters the CPU.
At time 399031, Job 847 finishes at CPU.
At time 399031, Job 847 arrives at Disk 1.
At time 399408, Job 848 arrives.
At time 399408, Job 848 enters the CPU.
At time 399502, Job 848 finishes at CPU.
At time 399502, Job 848 arrives at Disk 2.
At time 399879, Job 849 arrives.
At time 399879, Job 849 enters the CPU.
At time 399973, Job 849 finishes at CPU.
At time 399973, Job 849 arrives at Disk 1.
At time 400350, Job 850 arrives.
At time 400350, Job 850 enters the CPU.
At time 400444, Job 850 finishes at CPU.
At time 400444, Job 850 arrives at Disk 2.
At time 400821, Job 851 arrives.
At time 400821, Job 851 enters the CPU.
At time 400915, Job 851 finishes at CPU.
At time 400915, Job 851 arrives at Disk 1.
At time 401292, Job 852 arrives.
At time 401292, Job 852 enters the CPU.
At time 401386, Job 852 finishes at CPU.
At time 401386, Job 852 arrives at Disk 2.
At time 401763, Job 853 arrives.
At time 401763, Job 853 enters the CPU.
At time 401857, Job 853 finishes at CPU.
At time 401857, Job 853 arrives at Disk 1.
At time 402234, Job 854 arrives.
At time 402234, Job 854 enters the CPU.
At time 402328, Job 854 finishes at CPU.
At time 402328, Job 854 arrives at Disk 2.
At time 402705, Job 855 arrives.
At time 402705, Job 855 enters the CPU.
At time 402799, Job 855 finishes at CPU.
At time 402799, Job 855 arrives at Disk 1.
At time 403176, Job 856 arrives.
At time 403176, Job 856 enters the CPU.
At time 403270, Job 856 finishes at CPU.
At time 403270, Job 856 arrives at Disk 2.
At time 403647, Job 857 arrives.
At time 403647, Job 857 enters the CPU.
At time 403741, Job 857 finishes at CPU.
At time 403741, Job 857 arrives at Disk 1.
At time 404118, Job 858 arrives.
At time 404118, Job 858 enters the CPU.
At time 404212, Job 858 finishes at CPU.
At time 404212, Job 858 arrives at Disk 2.
At time 404589, Job 859 arrives.
At time 404589, Job 859 enters the CPU.
At time 404683, Job 859 finishes at CPU.
At time 404683, Job 859 arrives at Disk 1.
At time 405060, Job 860 arrives.
At time 405060, Job 860 enters the CPU.
At time 405154, Job 860 finishes at CPU.
At time 405154, Job 860 arrives at Disk 2.
At time 405531, Job 861 arrives.
At time 405531, Job 861 enters the CPU.
At time 405625, Job 861 finishes at CPU.
At time 405625, Job 861 arrives at Disk 1.
At time 406002, Job 862 arrives.
At time 406002, Job 862 enters the CPU.
At time 406096, Job 862 finishes at CPU.
At time 406096, Job 862 arrives at Disk 2.
At time 406473, Job 863 arrives.
At time 406473, Job 863 enters the CPU.
At time 406567, Job 863 finishes at CPU.
At time 406567, Job 863 arrives at Disk 1.
At time 406944, Job 864 arrives.
At time 406944, Job 864 enters the CPU.
At time 407038, Job 864 finishes at CPU.
At time 407038, Job 864 arrives at Disk 2.
At time 407415, Job 865 arrives.
At time 407415, Job 865 enters the CPU.
At time 407509, Job 865 finishes at CPU.
At time 407509, Job 865 arrives at Disk 1.
At time 407886, Job 866 arrives.
At time 407886, Job 866 enters the CPU.
At time 407980, Job 866 finishes at CPU.
At time 407980, Job 866 arrives at Disk 2.
At time 408357, Job 867 arrives.
At time 408357, Job 867 enters the CPU.
At time 408451, Job 867 finishes at CPU.
At time 408451, Job 867 arrives at Disk 1.
At time 408828, Job 868 arrives.
At time 408828, Job 868 enters the CPU.
At time 408922, Job 868 finishes at CPU.
At time 408922, Job 868 arrives at Disk 2.
At time 409299, Job 869 arrives.
At time 409299, Job 869 enters the CPU.
At time 409393, Job 869 finishes at CPU.
At time 409393, Job 869 arrives at Disk 1.
At time 409770, Job 870 arrives.
At time 409770, Job 870 enters the CPU.
At time 409864, Job 870 finishes at CPU.
At time 409864, Job 870 arrives at Disk 2.
At time 410241, Job 871 arrives.
At time 410241, Job 871 enters the CPU.
At time 410335, Job 871 finishes at CPU.
At time 410335, Job 871 arrives at Disk 1.
At time 410712, Job 872 arrives.
At time 410712, Job 872 enters the CPU.
At time 410806, Job 872 finishes at CPU.
At time 410806, Job 872 arrives at Disk 2.
At time 411183, Job 873 arrives.
At time 411183, Job 873 enters the CPU.
At time 411277, Job 873 finishes at CPU.
At time 411277, Job 873 arrives at Disk 1.
At time 411654, Job 874 arrives.
At time 411654, Job 874 enters the CPU.
At time 411748, Job 874 finishes at CPU.
At time 411748, Job 874 arrives at Disk 2.
At time 412125, Job 875 arrives.
At time 412125, Job 875 enters the CPU.
At time 412219, Job 875 finishes at CPU.
At time 412219, Job 875 arrives at Disk 1.
At time 412596, Job 876 arrives.
At time 412596, Job 876 enters the CPU.
At time 412690, Job 876 finishes at CPU.
At time 412690, Job 876 arrives at Disk 2.
At time 413067, Job 877 arrives.
At time 413067, Job 877 enters the CPU.
At time 413161, Job 877 finishes at CPU.
At time 413161, Job 877 arrives at Disk 1.
At time 413538, Job 878 arrives.
At time 413538, Job 878 enters the CPU.
At time 413632, Job 878 finishes at CPU.
At time 413632, Job 878 arrives at Disk 2.
At time 414009, Job 879 arrives.
At time 414009, Job 879 enters the CPU.
At time 414103, Job 879 finishes at CPU.
At time 414103, Job 879 arrives at Disk 1.
At time 414480, Job 880 arrives.
At time 414480, Job 880 enters the CPU.
At time 414574, Job 880 finishes at CPU.
At time 414574, Job 880 arrives at Disk 2.
At time 414951, Job 881 arrives.
At time 414951, Job 881 enters the CPU.
At time 415045, Job 881 finishes at CPU.
At time 415045, Job 881 arrives at Disk 1.
At time 415422, Job 882 arrives.
At time 415422, Job 882 enters the CPU.
At time 415516, Job 882 finishes at CPU.
At time 415516, Job 882 arrives at Disk 2.
At time 415893, Job 883 arrives.
At time 415893, Job 883 enters the CPU.
At time 415987, Job 883 finishes at CPU.
At time 415987, Job 883 arrives at Disk 1.
At time 416364, Job 884 arrives.
At time 416364, Job 884 enters the CPU.
At time 416458, Job 884 finishes at CPU.
At time 416458, Job 884 arrives at Disk 2.
At time 416835, Job 885 arrives.
At time 416835, Job 885 enters the CPU.
At time 416929, Job 885 finishes at CPU.
At time 416929, Job 885 arrives at Disk 1.
At time 417306, Job 886 arrives.
At time 417306, Job 886 enters the CPU.
At time 417400, Job 886 finishes at CPU.
At time 417400, Job 886 arrives at Disk 2.
At time 417777, Job 887 arrives.
At time 417777, Job 887 enters the CPU.
At time 417871, Job 887 finishes at CPU.
